Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Social_Spending,Development_Spending,Governance_Spending,Social_Spending_%,Development_Spending_%,Governance_Spending_%,Total_Allocated,Budget_Remaining
Philippines,1968,12.48,15.24,6.52,39.38,1.86,7.91,3.96,3.96,3.96,6.59,0.232,0.283,0.121,0.733,0.147,0.074,0.074,0.074,0.123,0.478,0.22099999999999997,1.088,25.698924731182792,11.881720430107524,58.49462365591398,1.8610000000000002,-0.001000000000000112
Philippines,1969,12.48,15.24,6.52,39.38,2.063,7.91,3.96,3.96,3.96,6.59,0.257,0.314,0.134,0.812,0.163,0.082,0.082,0.082,0.136,0.53,0.245,1.205,25.69074163839069,11.87590887057683,58.41008240426563,2.0620000000000003,0.0009999999999998899
Philippines,1970,12.48,15.24,6.52,39.38,1.629,7.91,3.96,3.96,3.96,6.59,0.203,0.248,0.106,0.641,0.129,0.065,0.065,0.065,0.107,0.419,0.194,0.9510000000000001,25.72130141190915,11.90914671577655,58.379373848987115,1.6289999999999998,2.220446049250313e-16
Philippines,1971,12.48,15.24,6.52,39.38,1.805,7.91,3.96,3.96,3.96,6.59,0.225,0.275,0.118,0.711,0.143,0.071,0.071,0.071,0.119,0.464,0.21399999999999997,1.055,25.706371191135734,11.855955678670359,58.448753462603875,1.8039999999999998,0.001000000000000112
Philippines,1972,12.48,15.24,6.52,39.38,1.954,7.91,3.96,3.96,3.96,6.59,0.244,0.298,0.127,0.769,0.155,0.077,0.077,0.077,0.129,0.502,0.23199999999999998,1.142,25.690890481064482,11.87308085977482,58.44421699078812,1.953,0.0009999999999998899
Philippines,1973,12.48,15.24,6.52,39.38,2.459,7.91,3.96,3.96,3.96,6.59,0.307,0.375,0.16,0.968,0.195,0.097,0.097,0.097,0.162,0.632,0.29200000000000004,1.4369999999999998,25.701504676697844,11.87474583163888,58.43838958926392,2.4579999999999997,0.001000000000000334
Philippines,1974,12.48,15.24,6.52,39.38,3.363,7.91,3.96,3.96,3.96,6.59,0.42,0.513,0.219,1.324,0.266,0.133,0.133,0.133,0.222,0.865,0.399,1.9660000000000002,25.721082366934283,11.864406779661017,58.4597085935177,3.363,0.0
Philippines,1975,12.48,15.24,6.52,39.38,3.636,7.91,3.96,3.96,3.96,6.59,0.454,0.554,0.237,1.432,0.288,0.144,0.144,0.144,0.24,0.935,0.43199999999999994,2.126,25.715071507150718,11.88118811881188,58.47084708470847,3.6370000000000005,-0.001000000000000334
Philippines,1976,12.48,15.24,6.52,39.38,4.176,7.91,3.96,3.96,3.96,6.59,0.521,0.636,0.272,1.645,0.33,0.165,0.165,0.165,0.275,1.073,0.495,2.441,25.694444444444443,11.85344827586207,58.45306513409961,4.174,0.0019999999999997797
Philippines,1977,12.48,15.24,6.52,39.38,4.802,7.91,3.96,3.96,3.96,6.59,0.599,0.732,0.313,1.891,0.38,0.19,0.19,0.19,0.316,1.2349999999999999,0.5700000000000001,2.806,25.71845064556435,11.870054144106625,58.43398583923366,4.801000000000001,0.0009999999999985576
Philippines,1978,12.48,15.24,6.52,39.38,5.551,7.91,3.96,3.96,3.96,6.59,0.693,0.846,0.362,2.186,0.439,0.22,0.22,0.22,0.366,1.428,0.659,3.245,25.72509457755359,11.871734822554494,58.457935507115835,5.551999999999999,-0.0009999999999985576
Philippines,1979,12.48,15.24,6.52,39.38,6.727,7.91,3.96,3.96,3.96,6.59,0.84,1.025,0.439,2.649,0.532,0.266,0.266,0.266,0.443,1.73,0.798,3.932,25.717258807789506,11.86264308012487,58.45101828452505,6.725999999999999,0.0010000000000012221
Philippines,1980,12.48,15.24,6.52,39.38,7.94,7.91,3.96,3.96,3.96,6.59,0.991,1.21,0.518,3.127,0.628,0.314,0.314,0.314,0.523,2.042,0.942,4.641,25.717884130982366,11.863979848866498,58.450881612090676,7.939,0.001000000000000334
Philippines,1981,12.48,15.24,6.52,39.38,8.727,7.91,3.96,3.96,3.96,6.59,1.089,1.33,0.569,3.437,0.69,0.346,0.346,0.346,0.575,2.245,1.036,5.101,25.724762232153086,11.871204308467972,58.450784920362096,8.728,-0.0009999999999994458
Philippines,1982,12.48,15.24,6.52,39.38,9.095,7.91,3.96,3.96,3.96,6.59,1.135,1.386,0.593,3.581,0.719,0.36,0.36,0.36,0.599,2.339,1.079,5.3149999999999995,25.717427157779,11.863661352391421,58.43870258383726,9.093,0.002000000000000668
Philippines,1983,12.48,15.24,6.52,39.38,8.136,7.91,3.96,3.96,3.96,6.59,1.015,1.24,0.53,3.204,0.644,0.322,0.322,0.322,0.536,2.092,0.966,4.755,25.71288102261554,11.873156342182892,58.44395280235989,8.135000000000002,0.0009999999999976694
Philippines,1984,12.48,15.24,6.52,39.38,7.699,7.91,3.96,3.96,3.96,6.59,0.961,1.173,0.502,3.032,0.609,0.305,0.305,0.305,0.507,1.98,0.9139999999999999,4.5,25.71762566567087,11.871671645668268,58.449149240161056,7.698999999999999,8.881784197001252e-16
Philippines,1985,12.48,15.24,6.52,39.38,7.534,7.91,3.96,3.96,3.96,6.59,0.94,1.148,0.491,2.967,0.596,0.298,0.298,0.298,0.496,1.9369999999999998,0.8939999999999999,4.4030000000000005,25.710114149190332,11.866206530395539,58.4417308202814,7.532,0.0019999999999997797
Philippines,1986,12.48,15.24,6.52,39.38,7.324,7.91,3.96,3.96,3.96,6.59,0.914,1.116,0.477,2.884,0.579,0.29,0.29,0.29,0.483,1.883,0.869,4.281,25.70999453850355,11.865101037684326,58.451665756417256,7.3229999999999995,0.001000000000000334
Philippines,1987,12.48,15.24,6.52,39.38,8.143,7.91,3.96,3.96,3.96,6.59,1.016,1.241,0.531,3.207,0.644,0.322,0.322,0.322,0.537,2.0940000000000003,0.966,4.76,25.71533832739777,11.862949772811001,58.45511482254696,8.142000000000001,0.0009999999999994458
Philippines,1988,12.48,15.24,6.52,39.38,9.298,7.91,3.96,3.96,3.96,6.59,1.16,1.417,0.606,3.662,0.736,0.368,0.368,0.368,0.613,2.391,1.104,5.435,25.71520757152076,11.87352118735212,58.45343084534308,9.298,0.0
Philippines,1989,12.48,15.24,6.52,39.38,10.454,7.91,3.96,3.96,3.96,6.59,1.305,1.593,0.682,4.117,0.827,0.414,0.414,0.414,0.689,2.689,1.2409999999999999,6.111,25.722211593648364,11.87105414195523,58.45609336139276,10.454999999999998,-0.0009999999999976694
Philippines,1990,10.01,15.24,6.52,39.38,10.884,8.65,4.33,4.33,4.33,7.21,1.089,1.659,0.71,4.286,0.941,0.471,0.471,0.471,0.785,2.84,1.412,6.16,26.093348033811097,12.973171628077912,56.596839397280405,10.883000000000001,0.0009999999999994458
Philippines,1991,9.77,15.24,6.52,37.54,10.642,9.28,4.64,4.64,4.64,7.73,1.04,1.622,0.694,3.995,0.988,0.494,0.494,0.494,0.823,2.8099999999999996,1.482,5.8580000000000005,26.404811125728244,13.925953768088705,55.04604397669611,10.644,-0.002000000000000668
Philippines,1992,9.69,15.24,6.52,36.32,12.577,9.67,4.83,4.83,4.83,8.06,1.219,1.917,0.82,4.568,1.216,0.607,0.607,0.607,1.014,3.3440000000000003,1.823,6.801,26.588216585831283,14.49471257056532,54.07489862447324,12.574999999999996,0.0020000000000042206
Philippines,1993,10.75,15.24,6.52,32.61,12.672,10.46,5.23,5.23,5.23,8.72,1.362,1.931,0.826,4.132,1.326,0.663,0.663,0.663,1.105,3.42,1.989,6.599,26.98863636363636,15.696022727272727,52.075441919191924,12.671000000000001,0.0009999999999994458
Philippines,1994,9.67,15.24,6.52,28.07,16.833,12.15,6.08,6.08,6.08,10.13,1.628,2.565,1.098,4.725,2.045,1.023,1.023,1.023,1.705,4.686,3.0679999999999996,8.058,27.838175013366605,18.226103487197765,47.870254856531815,16.834999999999997,-0.0019999999999988916
Philippines,1995,10.52,15.24,6.52,28.07,19.476,11.9,5.95,5.95,5.95,9.91,2.049,2.968,1.27,5.467,2.318,1.159,1.159,1.159,1.93,5.396999999999999,3.4770000000000003,9.446,27.71102895871842,17.852741836105977,48.500718833436025,19.478999999999996,-0.002999999999996561
Philippines,1996,10.12,17.57,6.52,28.07,21.778,11.32,5.66,5.66,5.66,9.43,2.204,3.826,1.42,6.113,2.465,1.233,1.233,1.233,2.054,6.479000000000001,3.698,10.371,29.75020663054459,16.9804389751125,47.62145284231794,21.781,-0.0030000000000001137
Philippines,1997,8.26,15.17,6.52,28.07,21.653,12.6,6.3,6.3,6.3,10.5,1.789,3.285,1.412,6.078,2.728,1.364,1.364,1.364,2.274,6.061,4.0920000000000005,10.141,27.991502332240337,18.898074169860994,46.83415692975569,21.658,-0.005000000000002558
Philippines,1998,8.09,18.18,6.52,28.07,17.14,11.74,5.87,5.87,5.87,9.79,1.387,3.116,1.118,4.811,2.012,1.006,1.006,1.006,1.678,5.24,3.018,7.8759999999999994,30.57176196032672,17.60793465577596,45.95099183197199,17.14,0.0
Philippines,1999,7.55,15.21,6.52,28.07,19.705,12.8,6.4,6.4,6.4,10.66,1.488,2.997,1.285,5.531,2.522,1.261,1.261,1.261,2.101,5.543,3.7829999999999995,9.12,28.12991626490739,19.19817305252474,46.28266937325552,19.706999999999997,-0.0019999999999988916
Philippines,2000,7.48,15.21,6.52,28.07,19.252,12.82,6.41,6.41,6.41,10.68,1.44,2.928,1.255,5.404,2.468,1.234,1.234,1.234,2.056,5.417,3.702,8.9,28.13733638063578,19.229170995221274,46.228963224600044,19.253000000000004,-0.0010000000000047748
Philippines,2001,6.77,13.92,5.5,30.28,18.936,13.06,6.53,6.53,6.53,10.88,1.282,2.636,1.041,5.734,2.473,1.237,1.237,1.237,2.06,4.914,3.71,9.076,25.95057034220532,19.59231094212083,47.92986903253063,18.937,-0.0010000000000012221
Philippines,2002,6.92,14.07,4.75,28.41,20.06,13.75,6.88,6.88,6.88,11.46,1.388,2.822,0.953,5.699,2.758,1.38,1.38,1.38,2.299,5.154999999999999,4.138,9.386,25.69790628115653,20.62811565304088,46.789631106679956,20.058999999999997,0.0010000000000012221
Philippines,2003,7.32,14.38,5.46,31.44,20.792,12.42,6.21,6.21,6.21,10.35,1.522,2.99,1.135,6.537,2.582,1.291,1.291,1.291,2.152,5.416,3.8729999999999998,10.211,26.04848018468642,18.627356675644478,49.11023470565602,20.791000000000004,0.0009999999999976694
Philippines,2004,6.76,12.75,5.62,34.3,21.224,12.17,6.09,6.09,6.09,10.14,1.435,2.706,1.193,7.28,2.583,1.293,1.293,1.293,2.152,5.192,3.8760000000000003,10.867,24.46287222012816,18.26234451564267,51.20147003392387,21.228,-0.004000000000001336
Philippines,2005,6.82,12.42,6.61,32.31,25.98,12.55,6.28,6.28,6.28,10.46,1.772,3.227,1.717,8.394,3.261,1.632,1.632,1.632,2.718,6.576,4.893,12.884,25.311778290993068,18.833718244803695,49.591993841416475,25.985000000000003,-0.005000000000002558
Philippines,2006,6.89,13.27,6.63,33.86,27.259,11.8,5.9,5.9,5.9,9.84,1.878,3.617,1.807,9.23,3.217,1.608,1.608,1.608,2.682,7.032,4.825,13.79,25.796984482189366,17.700575956564805,50.588796360834955,27.255,0.004000000000001336
Philippines,2007,7.1,13.67,6.46,27.74,31.739,13.51,6.75,6.75,6.75,11.26,2.253,4.339,2.05,8.804,4.288,2.142,2.142,2.142,3.574,8.531,6.43,14.631,26.87860361069977,20.2589873657015,46.09786067613976,31.733999999999995,0.005000000000006111
Philippines,2008,6.99,14.44,6.51,25.87,36.141,13.86,6.93,6.93,6.93,11.55,2.526,5.219,2.353,9.35,5.009,2.505,2.505,2.505,4.174,10.077000000000002,7.514,16.05,27.882460363576,20.79079162170388,44.4093965302565,36.146,-0.005000000000002558
Philippines,2009,6.26,13.21,6.64,23.73,37.409,15.05,7.52,7.52,7.52,12.54,2.342,4.942,2.484,8.877,5.63,2.813,2.813,2.813,4.691,10.239,8.443,15.91,27.37041888315646,22.569435162661392,42.529872490577134,37.405,0.003999999999997783
Philippines,2010,6.38,15.52,7.18,23.36,42.111,14.27,7.13,7.13,7.13,11.89,2.687,6.536,3.024,9.837,6.009,3.002,3.002,3.002,5.007,12.561999999999998,9.011,17.531,29.83068556909121,21.39820949395645,41.630452850799074,42.106,0.0049999999999954525
Philippines,2011,6.7,15.52,6.17,20.63,46.399,15.3,7.65,7.65,7.65,12.75,3.109,7.201,2.863,9.572,7.099,3.55,3.55,3.55,5.916,13.614,10.649000000000001,18.597,29.341149593741246,22.950925666501433,40.080605185456584,46.41,-0.01099999999999568
Philippines,2012,6.25,15.52,6.2,21.13,51.981,15.27,7.64,7.64,7.64,12.73,3.249,8.067,3.223,10.984,7.937,3.971,3.971,3.971,6.617,15.261,11.908000000000001,20.85,29.358804178449816,22.90837036609531,40.11080971893576,51.99,-0.009000000000000341
Philippines,2013,6.87,15.52,6.47,20.41,54.936,15.22,7.61,7.61,7.61,12.69,3.774,8.526,3.554,11.212,8.361,4.181,4.181,4.181,6.971,16.261,12.542000000000002,21.957,29.599898063200815,22.830202417358382,39.968326780253385,54.941,-0.005000000000002558
Philippines,2014,6.2,15.52,7.51,19.14,55.884,15.49,7.75,7.75,7.75,12.91,3.465,8.673,4.197,10.696,8.656,4.331,4.331,4.331,7.215,17.201,12.987000000000002,21.375999999999998,30.77982964712619,23.239209791711403,38.25066208574905,55.89500000000001,-0.01100000000000989
Philippines,2015,6.12,15.15,8.26,16.69,60.509,16.14,8.07,8.07,8.07,13.45,3.703,9.167,4.998,10.099,9.766,4.883,4.883,4.883,8.138,19.048,14.649000000000001,21.939999999999998,31.47961460278636,24.209621709167234,36.25906889884149,60.52,-0.011000000000002785
Philippines,2016,5.5,16.64,7.75,15.16,62.72,16.48,8.24,8.24,8.24,13.74,3.45,10.437,4.861,9.508,10.336,5.168,5.168,5.168,8.618,20.465999999999998,15.504000000000001,21.576,32.63073979591836,24.719387755102044,34.400510204081634,62.714,0.006000000000000227
Philippines,2017,6.0,19.59,7.62,13.78,65.516,15.9,7.95,7.95,7.95,13.25,3.931,12.835,4.992,9.028,10.417,5.209,5.209,5.209,8.681,23.036,15.626,21.64,35.16087673240125,23.850662433604004,33.03009951767507,65.51100000000001,0.0049999999999954525
Philippines,2018,5.66,18.69,7.35,13.45,72.224,16.45,8.23,8.23,8.23,13.71,4.088,13.499,5.308,9.714,11.881,5.944,5.944,5.944,9.902,24.751,17.825,23.704,34.26977182100133,24.680161719096144,32.82011519716438,72.224,0.0
Philippines,2019,5.21,18.16,7.79,12.49,81.751,16.91,8.45,8.45,8.45,14.09,4.259,14.846,6.368,10.211,13.824,6.908,6.908,6.908,11.519,28.122,20.732,25.989,34.399579210040244,25.35993443505278,31.790436814228574,81.751,0.0
Philippines,2020,5.0,16.89,9.0,10.83,103.673,17.48,8.74,8.74,8.74,14.57,5.184,17.51,9.331,11.228,18.122,9.061,9.061,9.061,15.105,35.902,27.183,31.517000000000003,34.63003867930898,26.21994154697944,30.40039354508889,103.66300000000003,0.009999999999976694
Philippines,2021,5.17,16.68,9.82,11.56,110.508,17.03,8.52,8.52,8.52,14.19,5.713,18.433,10.852,12.775,18.82,9.415,9.415,9.415,15.681,38.7,28.235,34.169,35.02008904332718,25.55018641184349,30.919933398486986,110.51899999999999,-0.01099999999999568
Philippines,2022,5.08,15.7,8.98,12.27,110.233,17.39,8.7,8.7,8.7,14.49,5.6,17.307,9.899,13.526,19.17,9.59,9.59,9.59,15.973,36.79599999999999,28.76,35.099000000000004,33.380203750238124,26.090190777716295,31.84073734725536,110.245,-0.012000000000000455
Philippines,2023,4.77,16.73,8.77,15.31,108.094,16.33,8.16,8.16,8.16,13.61,5.156,18.084,9.48,16.549,17.652,8.82,8.82,8.82,14.712,36.384,26.472,36.417,33.65959257683128,24.48979591836735,33.690121560863695,108.09299999999998,0.0010000000000189857
Philippines,2024,5.44,16.55,8.77,15.31,114.182,16.18,8.09,8.09,8.09,13.48,6.212,18.897,10.014,17.481,18.475,9.237,9.237,9.237,15.392,38.147999999999996,27.712000000000003,39.085,33.409819411115585,24.27002504773082,34.23043912350458,114.18199999999999,1.4210854715202004e-14
Philippines,2025,5.44,15.2,8.77,15.31,120.468,16.58,8.29,8.29,8.29,13.82,6.553,18.311,10.565,18.444,19.974,9.987,9.987,9.987,16.649,38.863,29.961,41.646,32.26001925822625,24.87050503038151,34.57017631238171,120.457,0.01100000000000989
Philippines,2026,5.44,15.2,8.77,15.31,124.684,16.58,8.29,8.29,8.29,13.82,6.783,18.952,10.935,19.089,20.673,10.336,10.336,10.336,17.231,40.223,31.009,43.103,32.259953161592506,24.87007154085528,34.56979243527638,124.67099999999999,0.01300000000000523
Poland,1946,4.1,16.8,8.38,0.2,3.192,17.63,10.58,14.1,14.1,14.1,0.131,0.536,0.268,0.006,0.563,0.338,0.45,0.45,0.45,1.254,0.901,0.587,39.285714285714285,28.226817042606516,18.389724310776938,3.1920000000000006,-4.440892098500626e-16
Poland,1947,4.1,16.8,8.38,0.2,3.352,17.63,10.58,14.1,14.1,14.1,0.137,0.563,0.281,0.007,0.591,0.355,0.473,0.473,0.473,1.317,0.946,0.617,39.28997613365155,28.221957040572793,18.40692124105012,3.3529999999999998,-0.0009999999999998899
Poland,1948,4.1,16.8,8.38,0.2,3.519,17.63,10.58,14.1,14.1,14.1,0.144,0.591,0.295,0.007,0.62,0.372,0.496,0.496,0.496,1.382,0.992,0.647,39.27252060244387,28.1898266552998,18.38590508667235,3.517,0.002000000000000224
Poland,1949,4.1,16.8,8.38,0.2,3.695,17.63,10.58,14.1,14.1,14.1,0.152,0.621,0.31,0.007,0.652,0.391,0.521,0.521,0.521,1.452,1.0430000000000001,0.68,39.29634641407308,28.227334235453323,18.40324763193505,3.6959999999999997,-0.0009999999999998899
Poland,1950,4.1,16.8,8.38,0.2,3.88,17.63,10.58,14.1,14.1,14.1,0.159,0.652,0.325,0.008,0.684,0.411,0.547,0.547,0.547,1.524,1.095,0.7140000000000001,39.27835051546392,28.221649484536083,18.402061855670105,3.880000000000001,-8.881784197001252e-16
Poland,1951,4.1,16.8,8.38,0.2,4.074,17.63,10.58,14.1,14.1,14.1,0.167,0.684,0.341,0.008,0.718,0.431,0.574,0.574,0.574,1.5990000000000002,1.149,0.749,39.24889543446245,28.20324005891016,18.384879725085913,4.071,0.0030000000000001137
Poland,1952,4.1,16.8,8.38,0.2,4.278,17.63,10.58,14.1,14.1,14.1,0.175,0.719,0.358,0.009,0.754,0.453,0.603,0.603,0.603,1.68,1.207,0.787,39.27068723702665,28.214118747078075,18.396446937821416,4.276999999999999,0.001000000000000334
Poland,1953,4.1,16.8,8.38,0.2,4.492,17.63,10.58,14.1,14.1,14.1,0.184,0.755,0.376,0.009,0.792,0.475,0.633,0.633,0.633,1.764,1.267,0.826,39.26981300089047,28.20569902048085,18.388245770258234,4.49,0.0019999999999997797
Poland,1954,4.1,16.8,8.38,0.2,4.716,17.63,10.58,14.1,14.1,14.1,0.193,0.792,0.395,0.009,0.832,0.499,0.665,0.665,0.665,1.852,1.331,0.8670000000000001,39.270568278201864,28.223070398642914,18.384223918575067,4.715000000000001,0.0009999999999994458
Poland,1955,4.1,16.8,8.38,0.2,4.952,17.63,10.58,14.1,14.1,14.1,0.203,0.832,0.415,0.01,0.873,0.524,0.698,0.698,0.698,1.9449999999999998,1.397,0.911,39.27705977382875,28.210823909531502,18.396607431340872,4.9510000000000005,0.0009999999999994458
Poland,1956,4.1,16.8,8.38,0.2,5.2,17.63,10.58,14.1,14.1,14.1,0.213,0.874,0.436,0.01,0.917,0.55,0.733,0.733,0.733,2.043,1.467,0.956,39.28846153846154,28.21153846153846,18.384615384615383,5.199,0.001000000000000334
Poland,1957,4.1,16.8,8.38,0.2,5.46,17.63,10.58,14.1,14.1,14.1,0.224,0.917,0.458,0.011,0.963,0.578,0.77,0.77,0.77,2.145,1.541,1.005,39.285714285714285,28.223443223443223,18.406593406593405,5.461,-0.001000000000000334
Poland,1958,4.1,16.8,8.38,0.2,5.733,17.63,10.58,14.1,14.1,14.1,0.235,0.963,0.48,0.011,1.011,0.607,0.808,0.808,0.808,2.2510000000000003,1.6179999999999999,1.054,39.26391069248213,28.222571079713937,18.384789813361245,5.730999999999999,0.002000000000000668
Poland,1959,4.1,16.8,8.38,0.2,6.019,17.63,10.58,14.1,14.1,14.1,0.247,1.011,0.504,0.012,1.061,0.637,0.849,0.849,0.849,2.364,1.698,1.108,39.27562718059478,28.210666223625186,18.408373483967438,6.019,0.0
Poland,1960,4.1,16.8,8.38,0.2,6.32,17.63,10.58,14.1,14.1,14.1,0.259,1.062,0.53,0.013,1.114,0.669,0.891,0.891,0.891,2.483,1.7830000000000001,1.1629999999999998,39.287974683544306,28.212025316455698,18.40189873417721,6.32,0.0
Poland,1961,4.1,16.8,8.38,0.2,6.636,17.63,10.58,14.1,14.1,14.1,0.272,1.115,0.556,0.013,1.17,0.702,0.936,0.936,0.936,2.607,1.8719999999999999,1.221,39.28571428571429,28.209764918625673,18.3996383363472,6.636,0.0
Poland,1962,4.1,16.8,8.38,0.2,6.968,17.63,10.58,14.1,14.1,14.1,0.286,1.171,0.584,0.014,1.229,0.737,0.983,0.983,0.983,2.738,1.9660000000000002,1.283,39.2939150401837,28.214695752009188,18.412743972445465,6.969999999999999,-0.0019999999999988916
Poland,1963,4.1,16.8,8.38,0.2,7.317,17.63,10.58,14.1,14.1,14.1,0.3,1.229,0.613,0.015,1.29,0.774,1.032,1.032,1.032,2.874,2.064,1.347,39.27839278392784,28.20828208282083,18.40918409184092,7.317,0.0
Poland,1964,4.1,16.8,8.38,0.2,7.683,17.63,10.58,14.1,14.1,14.1,0.315,1.291,0.644,0.015,1.354,0.813,1.083,1.083,1.083,3.018,2.167,1.4129999999999998,39.281530652089025,28.205128205128204,18.391253416634125,7.681000000000001,0.0019999999999988916
Poland,1965,4.1,16.8,8.38,0.2,8.067,17.63,10.58,14.1,14.1,14.1,0.331,1.355,0.676,0.016,1.422,0.853,1.137,1.137,1.137,3.168,2.275,1.484,39.27110449981406,28.20131399528945,18.395934052311887,8.064,0.0030000000000001137
Poland,1966,4.1,16.8,8.38,0.2,8.47,17.63,10.58,14.1,14.1,14.1,0.347,1.423,0.71,0.017,1.493,0.896,1.194,1.194,1.194,3.327,2.3890000000000002,1.5579999999999998,39.27981109799291,28.205430932703663,18.394332939787482,8.468,0.002000000000000668
Poland,1967,4.1,16.8,8.38,0.2,8.894,17.63,10.58,14.1,14.1,14.1,0.365,1.494,0.745,0.018,1.568,0.941,1.254,1.254,1.254,3.493,2.509,1.637,39.273667641106364,28.210029233190916,18.405666741623566,8.892999999999999,0.0010000000000012221
Poland,1968,4.1,16.8,8.38,0.2,9.338,17.63,10.58,14.1,14.1,14.1,0.383,1.569,0.783,0.019,1.646,0.988,1.317,1.317,1.317,3.6689999999999996,2.634,1.7189999999999999,39.291068751338614,28.207324908974087,18.408652816448917,9.339,-0.0010000000000012221
Poland,1969,4.1,16.8,8.38,0.2,9.805,17.63,10.58,14.1,14.1,14.1,0.402,1.647,0.822,0.02,1.729,1.037,1.383,1.383,1.383,3.852,2.766,1.8050000000000002,39.286078531361554,28.210096889342175,18.4089750127486,9.806000000000001,-0.0010000000000012221
Poland,1970,4.1,16.8,8.38,0.2,10.295,17.63,10.58,14.1,14.1,14.1,0.422,1.73,0.863,0.021,1.815,1.089,1.452,1.452,1.452,4.045,2.904,1.8949999999999998,39.290917921321025,28.207867897037396,18.40699368625546,10.296,-0.0009999999999994458
Poland,1971,4.1,16.8,8.38,0.2,10.81,17.63,10.58,14.1,14.1,14.1,0.443,1.816,0.906,0.022,1.906,1.144,1.524,1.524,1.524,4.246,3.05,1.989,39.27844588344126,28.214616096207212,18.39962997224792,10.809000000000001,0.0009999999999994458
Poland,1972,4.1,16.8,8.38,0.2,11.351,17.63,10.58,14.1,14.1,14.1,0.465,1.907,0.951,0.023,2.001,1.201,1.6,1.6,1.6,4.458,3.202,2.088,39.27407276891904,28.208968372830583,18.394855078847677,11.347999999999999,0.00300000000000189
Poland,1973,4.1,16.8,8.38,0.2,11.918,17.63,10.58,14.1,14.1,14.1,0.489,2.002,0.999,0.024,2.101,1.261,1.68,1.68,1.68,4.681,3.362,2.193,39.276724282597755,28.20943111260279,18.40073837892264,11.916,0.0019999999999988916
Poland,1974,4.1,16.8,8.38,0.2,12.514,17.63,10.58,14.1,14.1,14.1,0.513,2.102,1.049,0.025,2.206,1.324,1.764,1.764,1.764,4.915,3.5300000000000002,2.302,39.276010867828035,28.208406584625223,18.395397155186195,12.510999999999997,0.00300000000000189
Poland,1975,4.1,16.8,8.38,0.2,13.14,17.63,10.58,14.1,14.1,14.1,0.539,2.207,1.101,0.026,2.317,1.39,1.853,1.853,1.853,5.161,3.707,2.4179999999999997,39.27701674277016,28.21156773211568,18.40182648401826,13.139,0.0010000000000012221
Poland,1976,4.1,16.8,8.38,0.2,13.797,17.63,10.58,14.1,14.1,14.1,0.566,2.318,1.156,0.028,2.432,1.46,1.945,1.945,1.945,5.4190000000000005,3.892,2.539,39.2766543451475,28.209030948756975,18.40255127926361,13.795,0.002000000000000668
Poland,1977,4.1,16.8,8.38,0.2,14.487,17.63,10.58,14.1,14.1,14.1,0.594,2.434,1.214,0.029,2.554,1.533,2.043,2.043,2.043,5.691000000000001,4.087,2.666,39.28349554773246,28.211499965486297,18.40270587423207,14.486999999999998,1.7763568394002505e-15
Poland,1978,4.1,16.8,8.38,0.2,15.211,17.63,10.58,14.1,14.1,14.1,0.624,2.555,1.275,0.03,2.682,1.609,2.145,2.145,2.145,5.975,4.291,2.799,39.280783643415944,28.209848136217214,18.401157057392677,15.209999999999999,0.0010000000000012221
Poland,1979,4.1,16.8,8.38,0.2,15.972,17.63,10.58,14.1,14.1,14.1,0.655,2.683,1.338,0.032,2.816,1.69,2.252,2.252,2.252,6.273,4.506,2.939,39.27498121712998,28.211870773854248,18.400951665414475,15.969999999999999,0.002000000000000668
Poland,1980,4.1,16.8,8.38,0.2,16.77,17.63,10.58,14.1,14.1,14.1,0.688,2.817,1.405,0.034,2.957,1.774,2.365,2.365,2.365,6.587000000000001,4.731,3.0869999999999997,39.27847346451998,28.211091234347048,18.407871198568873,16.770000000000003,-3.552713678800501e-15
Poland,1981,4.1,16.8,8.38,0.2,17.609,17.63,10.58,14.1,14.1,14.1,0.722,2.958,1.476,0.035,3.104,1.863,2.483,2.483,2.483,6.917,4.9670000000000005,3.24,39.281049463342605,28.20716678970981,18.39968198080527,17.607000000000003,0.0019999999999988916
Poland,1982,4.1,16.8,8.38,0.2,18.489,17.63,10.58,14.1,14.1,14.1,0.758,3.106,1.549,0.037,3.26,1.956,2.607,2.607,2.607,7.262,5.215999999999999,3.402,39.27740818865271,28.211368922061762,18.40012980691222,18.487,0.0020000000000024443
Poland,1983,4.1,16.8,8.38,0.2,19.413,17.63,10.58,14.1,14.1,14.1,0.796,3.261,1.627,0.039,3.423,2.054,2.737,2.737,2.737,7.625,5.477,3.5720000000000005,39.277803533714525,28.213053108741565,18.40004120949879,19.411,0.0019999999999988916
Poland,1984,4.1,16.8,8.38,0.2,20.384,17.63,10.58,14.1,14.1,14.1,0.836,3.425,1.708,0.041,3.594,2.157,2.874,2.874,2.874,8.007,5.7509999999999994,3.751,39.280808477237045,28.213304552590262,18.40168759811617,20.383,0.0010000000000012221
